Violet,Blue,Green,Yellow,Red,595xDM605xF600,White,x_axis
-0.179267136811269,0.284706985363181,0.100303678061982,0,0,0,0.042449,451
0,0.203099776795855,0.0544450664512916,0,0,0,0.041156,451.5
0,0.0151632580780715,0.0280425975380315,0,0,0,0.036026,452
0,0.0375605156937538,0.0380221278806092,0,0,0,0.025601,452.5
0,0.120712265358258,0.0251315594274777,0,0,0,0.037842,453
0,0.0359384166361915,0.0349992074500511,0,0,0,0.034114,453.5
0,-0.0260146692441874,0.045513818430827,0,0,0,0.031139,454
0,-0.108605572759785,0.032395894120064,0,0,0,0.038644,454.5
0,-0.0831534234828405,0.0811132342379226,0,0,0,0.033015,455
0,-0.0984099524935833,-0.0484543037023578,0,0,0,0.044394,455.5
0,0.0635503889857217,0.00291830484375769,0,0,0,0.04167,456
0,-0.00815635824928643,0.0160059943727707,0,0,0,0.045302,456.5
0,-0.106310466393231,0.00556629780385932,0,0,0,0.049062,457
0,-0.0197528316091508,0.0830247925494286,0,0,0,0.054169,457.5
0,-0.0931605819679803,0.115610422857524,0,0,0,0.045513,458
0,0.0212940587397108,0.100224217599621,0,0,0,0.046381,458.5
0,-0.044742441511152,0.135758906157583,0,0,0,0.048025,459
0,0.116434135536901,0.151966224671382,0,0,0,0.053624,459.5
0,-0.0304165676765855,0.15703874841679,0,0,0,0.046467,460
0,0.0726644368922937,0.134702826823059,0,0,0,0.049024,460.5
0,-0.0750731306042997,0.211046112225397,0,0,0,0.047776,461
0,0.109745911469432,0.203958367839866,0,0,0,0.042245,461.5
0,-0.0383299297569409,0.260814146119086,0,0,0,0.035376,462
0,0.00592184531930601,0.197780628421362,0,0,0,0.044706,462.5
0,0.0753098655336451,0.280723272128461,0,0,0,0.041943,463
0,0.152293351781366,0.295093719086663,0,0,0,0.037131,463.5
0,-0.134205379568271,0.303893864071964,0,0,0,0.038462,464
0,-0.157792364723003,0.35290374999965,0,0,0,0.043577,464.5
0,0.0821558307163312,0.361898709934485,0,0,0,0.042018,465
0,0.0460282285273155,0.428893961363897,0,0,0,0.038099,465.5
0,-0.297244374968455,0.528808590746148,0,0,0,0.045181,466
0,0.0150928500967903,0.45487429830305,0,0,0,0.042215,466.5
0,-0.0213983233314506,0.460650863094844,0,0,0,0.044364,467
0,0.0688116077475325,0.587759538529719,0,0,0,0.047723,467.5
0,-0.21153814819498,0.567842819312093,0,0,0,0.039975,468
0,-0.14221433210614,0.683999614297412,0,0,0,0.039552,468.5
0,-0.283112875351703,0.763993514578865,0,0,0,0.052603,469
0,0.0758910522652327,0.859754811645392,0,0,0,0.050265,469.5
0,-0.28760705337732,0.909775715780455,0,0,0,0.050265,470
0,-0.0931969598948776,1.07273603441307,0,0,0,0.050214,470.5
0,0.172485704853013,1.15333589828482,0,0,0,0.051165,471
0,-0.12060999963168,1.26470396872329,0,0,0,0.05519,471.5
0,-0.186222421302963,1.38230403656881,0,0,0,0.057316,472
0,-0.0606413367479909,1.49340676241126,0,0,0,0.049266,472.5
0,0.0564964339721475,1.67876414219666,0,0,0,0.061084,473
0,0.198801380387034,1.82277653115698,0,0,0,0.064236,473.5
0,0.167384319736161,2.07193191869815,0,0,0,0.048177,474
0,-0.210033570680695,2.26401562715563,0,0,0,0.06349,474.5
0,0.0291463422305249,2.55747464979952,0,0,0,0.06588,475
0,-0.057771349680032,2.7250340604894,0,0,0,0.0633,475.5
0,0.395434167845554,3.03673589723612,0,0,0,0.060615,476
0,-0.0942191740826437,3.38523707216457,0,0,0,0.063792,476.5
0,0.0338271140542779,3.55312266289175,0,0,0,0.067746,477
0,0.040184568830439,3.96354850444022,0,0,0,0.066402,477.5
0,-0.245059158871433,4.3251655390875,0,0,0,0.069935,478
0,0.195677904132029,4.89952097280857,0,0,0,0.06582,478.5
0,0.0644857737546099,5.22519544619009,0,0,0,0.070087,479
0,0.00139643511182177,5.57330466718233,0,0,0,0.068203,479.5
0,-0.0683109588039689,6.05900587825088,0.00552228508961337,0,0,0.074656,480
0,0,6.71242520670029,0.0683233273079862,0,0,0.066152,480.5
0,0,7.47060744159452,-0.0347340584221871,0,0,0.070843,481
0,0,8.16614518302386,0.000821662417746245,0,0,0.076079,481.5
0,0,8.8401327172486,-0.00424621714235745,0,0,0.071305,482
0,0,9.73873712960325,0.07328339384031,0,0,0.077743,482.5
0,0,10.5837190378126,0.0291458251209401,0,0,0.084794,483
0,0,11.4712927158074,0.0475395093290021,0,0,0.083629,483.5
0,0,12.5352504445011,0.0974248609851426,0,0,0.088769,484
0,0,13.4358551291654,0.0170089325353173,0,0,0.084371,484.5
0,0,14.7112658769346,0.03569696552314,0,0,0.090333,485
0,0,15.8209342783843,0.0404939302187829,0,0,0.085733,485.5
0,0,17.0979480849871,0.0943562254865042,0,0,0.086081,486
0,0,18.1723621059382,0.180795989263789,0,0,0.088002,486.5
0,0,19.2823362781761,0.141755599290132,0,0,0.089183,487
0,0,20.8158333912074,0.139440898070224,0,0,0.090968,487.5
0,0,21.9434387357021,0.139751460858553,0,0,0.093707,488
0,0,23.6157328548143,0.124800537669741,0,0,0.095598,488.5
0,0,24.8549025596908,0.213021247832321,0,0,0.091134,489
0,0,25.820413619062,0.210362905520939,0,0,0.09469,489.5
0,0,26.7773072639908,0.19469352118034,0,0,0.100365,490
0,0,27.784595685426,0.248994010754207,0,0,0.095508,490.5
0,0,28.467445315989,0.263108798552207,0,0,0.098262,491
0,0,29.3827592053682,0.390650080393478,0,0,0.10159,491.5
0,0,30.1030771014128,0.376910275648591,0,0,0.098806,492
0,0,30.303045485327,0.463288500097319,0,0,0.098034,492.5
0,0,30.5449992161387,0.44049027858105,0,0,0.097687,493
0,0,30.326673515324,0.540630430171803,0,0,0.097323,493.5
0,0,30.4008199988126,0.613571858778269,0,0,0.087518,494
0,0,29.6868816866386,0.627932563842002,0,0,0.091036,494.5
0,0,29.4380085485171,0.649148673252691,0,0,0.091028,495
0,0,28.6699243230588,0.846045173206785,0,0,0.099003,495.5
0,0,27.8049792372538,0.879962241884658,0,0,0.104405,496
0,0,26.9051832073848,0.99334957036807,0,0,0.101136,496.5
0,0,25.7975666312999,0.990224293748152,0,0,0.097914,497
0,0,24.6319008132726,1.18788290356083,0,0,0.097051,497.5
0,0,23.1200059571974,1.23555891013252,0,0,0.091029,498
0,0,21.645994118296,1.4692115478975,0,0,0.100319,498.5
0,0,20.4428244580597,1.55077955531198,0,0,0.089213,499
0,0,18.8152239099036,1.73112671064413,0,0,0.084663,499.5
0,0,17.5591545399798,2.01198874051286,0,0,0.083402,500
0,0,16.24617600925,2.11757035200009,0,0,0.079907,500.5
0,0,15.014146122684,2.38094383828478,0,0,0.084961,501
0,0,13.8654416697675,2.66269220279989,0,0,0.09093,501.5
0,0,12.571052309535,2.94780977784709,0,0,0.080306,502
0,0,11.5507281069008,3.23311173919747,0,0,0.087488,502.5
0,0,10.7850322597613,3.55203773986259,0,0,0.088032,503
0,0,10.0426947950641,3.95256095673302,0,0,0.093964,503.5
0,0,9.36987663548475,4.3286317660644,0,0,0.089258,504
0,0,8.59217395996914,4.72285085596885,0,0,0.087745,504.5
0,0,7.84757126664732,5.13257399098738,0,0,0.087518,505
0,0,7.50894953574004,5.57270850101981,0,0,0.086862,505.5
0,0,6.85625550196298,5.98927183077092,0,0,0.078765,506
0,0,6.45989086196549,6.32185295284826,0,0,0.082162,506.5
0,0,6.04646937876417,6.71237640546704,0,0,0.086807,507
0,0,5.49894660945277,7.27712984594834,0,0,0.083645,507.5
0,0,5.175161338755,7.73087613386656,0,0,0.092935,508
0,0,4.77704132040183,8.22495994857816,0,0,0.08627,508.5
0,0,4.3544362164707,8.63575038252824,0,0,0.090121,509
0,0,3.90921677054092,9.20060844817988,0,0,0.09056,509.5
0,0,3.64135791857365,9.72422104655436,0,0,0.084613,510
0,0,3.1563815854858,10.2750282454021,0,0,0.082668,510.5
0,0,2.79500873637622,10.897182593897,0,0,0.08653,511
0,0,2.46052473358102,11.8027322205054,0,0,0.089606,511.5
0,0,2.0375896556681,12.3450662893053,0,0,0.087382,512
0,0,1.78357828878183,13.0894252572797,0,0,0.0854,512.5
0,0,1.49242734058126,13.7848017125475,0,0,0.090393,513
0,0,1.19727190125389,14.7083323381758,0,0,0.090282,513.5
0,0,0.986624646888192,15.2924843562968,0,0,0.100531,514
0,0,0.830031806738427,16.2680187645886,0,0,0.084416,514.5
0,0,0.535751596024052,17.1638850184743,0,0,0.094009,515
0,0,0.38900174493257,17.9285027901648,0,0,0.096461,515.5
0,0,0.361299802971505,18.5534779617622,0,0,0.095901,516
0,0,0.283307907427652,19.2342580992882,0,0,0.092421,516.5
0,0,0.260491234930445,19.9389118380379,0,0,0.094095,517
0,0,0.22444303639699,20.730167591443,0,0,0.093094,517.5
0,0,0.239068017482059,21.5155945915884,0,0,0.095984,518
0,0,0.206819248233052,22.0987911300331,0,0,0.091644,518.5
0,0,0.177436013597124,22.9464538126545,0,0,0.090666,519
0,0,0.165751193320158,23.3564781588508,0,0,0.098584,519.5
0,0,0.156899088703764,23.8738515261488,0,0,0.094584,520
0,0,0.194004208188727,24.1100215177157,0,0,0.0946,520.5
0,0,0.0279956473647023,24.5804548407323,0,0,0.095094,521
0,0,0.0936224066172391,24.963071208129,0,0,0.096839,521.5
0,0,0.104190522548294,25.2594998241128,0,0,0.096506,522
0,0,0.172413938754164,25.3373499671458,0,0,0.09376,522.5
0,0,0.102148649384813,25.8034876660666,0,0,0.091778,523
0,0,0.0682941803028806,25.5977149045032,0,0,0.095699,523.5
0,0,0.0793957966620589,25.5865806095051,0,0,0.087488,524
0,0,0.142447930330373,25.4698051833162,0,0,0.085137,524.5
0,0,0.0461079948064308,25.4824668443503,0,0,0.089039,525
0,0,0.0859229121997082,25.4357154892627,0,0,0.094849,525.5
0,0,0.105849567483559,25.3523943249384,0,0,0.094902,526
0,0,0.0507434840026515,24.7844926759983,0,0,0.099048,526.5
0,0,0.140728854548649,24.4974128909193,0,0,0.089364,527
0,0,0.160959635884741,24.151426129729,0,0,0.094963,527.5
0,0,0.0190156251797102,23.7083251440419,0,0,0.09174,528
0,0,0.0635600452350984,23.286364473,0,0,0.092824,528.5
0,0,0.0835742056835412,23.0074078026486,0,0,0.097172,529
0,0,0.0422461932137652,22.4364428971416,0,0,0.093056,529.5
0,0,-0.00355962271044731,22.4321244007975,0,0,0.099169,530
0,0,0.00582025129258299,21.5138710448894,0,0,0.105267,530.5
0,0,0.0377075327160099,21.0077693129877,0,0,0.108329,531
0,0,0.172522173350927,20.6155914478664,0,0,0.116298,531.5
0,0,0.055644874669445,20.3095805300995,0,0,0.110881,532
0,0,0.060827065053004,19.8639959358096,0,0,0.114906,532.5
0,0,0.0743137957681588,19.2385000080353,0,0,0.117153,533
0,0,0.0227744393141565,19.1802223148382,0,0,0.116228,533.5
0,0,0.0965252984453671,18.6771235401901,0,0,0.12574,534
0,0,0.0400611054759585,18.2104509675923,0,0,0.12235,534.5
0,0,0.0184225022109083,17.5261764123729,0,0,0.127526,535
0,0,0.0434705744856171,17.2232773221615,0,0,0.131929,535.5
0,0,0.0464981225941326,17.0332702879968,0,0,0.139237,536
0,0,0.00751384900854984,16.3785776310463,0,0,0.14535,536.5
0,0,0.102292141517236,16.0983539405617,0,0,0.144594,537
0,0,0.119394648306966,15.6330945039241,0,0,0.145607,537.5
0,0,0.0885586507687844,15.4028886847502,0,0,0.154996,538
0,0,0.020197007327466,15.1624869547807,0,0,0.15109,538.5
0,0,0.00055693703908648,14.5729055462886,0,0,0.155518,539
0,0,-0.00432259425366197,14.2197814802261,0,0,0.167094,539.5
0,0,-0.0638992577459948,13.9506070455163,0,0,0.175038,540
0,0,0.048092771845846,13.6556877422876,0,0,0.178964,540.5
0,0,0.421974660606377,13.1778891050828,0,0,0.190532,541
0,0,0.0740105443221868,12.7053004166422,0,0,0.193559,541.5
0,0,0.0313585581698047,12.4986409364577,0,0,0.199233,542
0,0,0.0477870076538333,12.1064955158551,0,0,0.218011,542.5
0,0,-0.0147080621967401,11.7736211028318,0,0,0.235725,543
0,0,-0.0169674485436516,11.3464585259101,0,0,0.269488,543.5
0,0,0.0145001627215585,11.1630521256262,0,0,0.319452,544
0,0,0.106839355501846,10.8139522419569,0,0,0.42348,544.5
0,0,0.0859993948225701,10.5857775884804,0,0,0.592664,545
0,0,0.0724334282258487,10.0286726661651,0,0,0.694387,545.5
0,0,0.0831957150760146,9.77301289650364,0,0,0.757512,546
0,0,0.0207932335825901,9.3626742118572,0,0,0.834463,546.5
0,0,0.0397793075766065,9.09814761964101,0,0,0.91596,547
0,0,0.00629310266974206,8.6666714533683,0,0,0.987985,547.5
0,0,-0.0238432865886548,8.4101820797942,0,0,0.994805,548
0,0,-0.0129659040852433,8.06682424933382,0,0,0.966552,548.5
0,0,0.0581291339942151,7.79216502343734,0,0,0.900034,549
0,0,0.0841829462261072,7.50998691204931,0,0,0.805098,549.5
0,0,0.0553382936817988,7.14965082405593,0,0,0.707026,550
0,0,0.00780034857976196,7.00112690641821,0,0,0.6112,550.5
0,0,-0.0513097708724614,6.62761754511774,0,0,0.540173,551
0,0,0.0263208252414303,6.38708483424802,0,0,0.465129,551.5
0,0,0.0539318741990452,6.13021784248576,0,0,0.408202,552
0,0,0.0174796436235165,6.05486664157569,0,0,0.377314,552.5
0,0,-0.00240545678672164,5.62568237839436,0,0,0.340726,553
0,0,0.0209143259236516,5.44105031508586,0,0,0.327744,553.5
0,0,0.0520976046027751,5.20797848725948,0,0,0.298581,554
0,0,0.0187895204380053,4.94119661219662,0,0,0.274716,554.5
0,0,0.093970044414321,4.79954853732209,0,0,0.260757,555
0,0,-0.0174682518715921,4.60324150706024,0,0,0.244945,555.5
0,0,0.0752150307741063,4.27605812634969,0,0,0.237954,556
0,0,0.0487392465151068,4.22409506386046,0,0,0.225314,556.5
0,0,0.0786332828114238,3.97474689194289,0,0,0.209916,557
0,0,0.0572906609090939,3.82047226179632,0,0,0.208388,557.5
0,0,0.0985087229072047,3.59428824514359,0,0,0.197987,558
0,0,-0.0341761730826884,3.29223422457036,0,0,0.198007,558.5
0,0,0,3.29524479432465,0,0,0.193407,559
0,0,0,3.20657098748348,0,0,0.184813,559.5
0,0,0,3.13741373726237,0,0,0.184782,560
0,0,0,2.99301366597867,0,0,0.187456,560.5
0,0,0,2.81358502442075,0,0,0.180092,561
0,0,0,2.75927006837759,0,0,0.177701,561.5
0,0,0,2.6866132879706,0,0,0.181575,562
0,0,0,2.48925341025882,0,0,0.18678,562.5
0,0,0,2.33879760427263,0,0,0.182354,563
0,0,0,2.32351742489216,0,0,0.174788,563.5
0,0,0,2.20135284982078,0,0,0.176208,564
0,0,0,2.21121147004653,0,0,0.164264,564.5
0,0,0,2.01967490772118,0,0,0.167109,565
0,0,0,1.88508909669039,0,0,0.171891,565.5
0,0,0,1.8954028973052,0,0,0.172693,566
0,0,0,1.78944220038073,0,0,0.168562,566.5
0,0,0,1.72900255162765,0,0,0.17177,567
0,0,0,1.60800481870704,0,0,0.174372,567.5
